wkt_geom,name,folders,Substation Longitude,Substation Latitude,Number
PointZ (-91.97254740883180091 38.52033425788869891 0),BONNOTS MILL 1,Buses,-91.97254741,38.52033426,56161
PointZ (-83.24717249535089536 37.32926450527960327 0),BONNYMAN 1,Buses,-83.2471725,37.32926451,33826
PointZ (-83.23637249535090632 37.3306957840074034 0),BONNYMAN 2,Buses,-83.2363725,37.33069578,33827
PointZ (-90.84649222103070088 35.99293381707939687 0),BONO 1 1,Buses,-90.84649222,35.99293382,58901
PointZ (-90.8280443540513005 35.95600265115769645 0),BONO 2 1,Buses,-90.82804435,35.95600265,58902
PointZ (-90.82372435405129352 35.95600265115769645 0),BONO 2 2,Buses,-90.82372435,35.95600265,58903
PointZ (-100.43842526896000322 36.38074625004070128 0),BOOKER 1,Buses,-100.4384253,36.38074625,61721
PointZ (-81.35416581705810302 36.11819484789980095 0),BOOMER 1,Buses,-81.35416582,36.11819485,21841
PointZ (-81.34984581705809603 36.11877646266489705 0),BOOMER 2,Buses,-81.34984582,36.11877646,21842
PointZ (-81.75853471545650564 36.20652189052589875 0),BOONE 1 1,Buses,-81.75853472,36.20652189,22074
PointZ (-81.70030000409849436 36.24751221964059766 0),BOONE 2 1,Buses,-81.7003,36.24751222,22075
PointZ (-81.69598000409850158 36.24518955072459647 0),BOONE 2 2,Buses,-81.69598,36.24518955,22076
PointZ (-81.69598000409850158 36.24983481532480312 0),BOONE 2 3,Buses,-81.69598,36.24983482,22077
PointZ (-81.69377279600129782 36.21092046304980272 0),BOONE 3 1,Buses,-81.6937728,36.21092046,22078
PointZ (-93.91222985585280014 42.04959889418410057 0),BOONE 4 1,Buses,-93.91222986,42.04959889,52391
PointZ (-93.85860992977569595 42.01207621799329672 0),BOONE 5 1,Buses,-93.85860993,42.01207622,52392
PointZ (-93.93040512757559668 42.03891809348470332 0),BOONE 6 1,Buses,-93.93040513,42.03891809,52393
PointZ (-93.92608512757560391 42.03945282717400289 0),BOONE 6 2,Buses,-93.92608513,42.03945283,52394
PointZ (-93.88830927371269297 42.04742472933070019 0),BOONE 7 1,Buses,-93.88830927,42.04742473,52395
PointZ (-93.88830927371269297 42.04421665642369987 0),BOONE 7 2,Buses,-93.88830927,42.04421666,52396
PointZ (-93.8839892737127002 42.04742472933070019 0),BOONE 7 3,Buses,-93.88398927,42.04742473,52397
PointZ (-80.06480285809630004 37.09748426007239885 0),BOONES MILL 1 1,Buses,-80.06480286,37.09748426,17891
PointZ (-79.94753732023120563 37.08332705942989804 0),BOONES MILL 2 1,Buses,-79.94753732,37.08332706,17892
PointZ (-79.94321732023119864 37.08390144300229707 0),BOONES MILL 2 2,Buses,-79.94321732,37.08390144,17893
PointZ (-88.45788195185380687 34.68734976979020246 0),BOONEVILLE 1 1,Buses,-88.45788195,34.68734977,30651
PointZ (-88.43448195185379745 34.67536020293230337 0),BOONEVILLE 1 2,Buses,-88.43448195,34.6753602,30652
PointZ (-88.43448195185379745 34.67239955040499666 0),BOONEVILLE 1 3,Buses,-88.43448195,34.67239955,30653
PointZ (-88.43988195185380619 34.67402792614039697 0),BOONEVILLE 1 4,Buses,-88.43988195,34.67402793,30654
PointZ (-88.43988195185380619 34.68586967375659924 0),BOONEVILLE 1 5,Buses,-88.43988195,34.68586967,30655
PointZ (-88.45788195185380687 34.67846877525560245 0),BOONEVILLE 1 7,Buses,-88.45788195,34.67846878,30656
PointZ (-88.46041432883370703 34.64425965270709895 0),BOONEVILLE 2 1,Buses,-88.46041433,34.64425965,30657
PointZ (-88.46041432883370703 34.63093089057529994 0),BOONEVILLE 2 2,Buses,-88.46041433,34.63093089,30658
PointZ (-88.44961432883370378 34.64425965270709895 0),BOONEVILLE 2 3,Buses,-88.44961433,34.64425965,30659
PointZ (-88.50159439289410557 34.58101625813429791 0),BOONEVILLE 3 1,Buses,-88.50159439,34.58101626,30660
PointZ (-88.53788738472300679 34.65541567630059916 0),BOONEVILLE 4 1,Buses,-88.53788738,34.65541568,30661
PointZ (-83.6586939185273053 37.40297529989540237 0),BOONEVILLE 5 1,Buses,-83.65869392,37.4029753,32742
PointZ (-93.8951998972391948 35.06216675921209713 0),BOONEVILLE 6 1,Buses,-93.8951999,35.06216676,59300
PointZ (-93.95697783921490043 35.02852433464269666 0),BOONEVILLE 7 1,Buses,-93.95697784,35.02852433,59301
PointZ (-93.94617783921489718 35.0226282839991967 0),BOONEVILLE 7 2,Buses,-93.94617784,35.02262828,59302
PointZ (-93.94617783921489718 35.02999827819159862 0),BOONEVILLE 7 3,Buses,-93.94617784,35.02999828,59303
PointZ (-77.57278020319959921 39.57259293558210089 0),BOONSBORO 1 1,Buses,-77.5727802,39.57259294,17223
PointZ (-77.56846020319960644 39.57148295069450228 0),BOONSBORO 1 2,Buses,-77.5684602,39.57148295,17224
PointZ (-77.71718174624029984 39.5776214149083998 0),BOONSBORO 2 1,Buses,-77.71718175,39.57762141,17225
PointZ (-77.71286174624030707 39.57817636043029808 0),BOONSBORO 2 2,Buses,-77.71286175,39.57817636,17226
PointZ (-74.41098029445400641 40.96092466060910198 0),BOONTON 1 1,Buses,-74.41098029,40.96092466,11019
PointZ (-74.37725501804210637 40.90210222092670023 0),BOONTON 2 1,Buses,-74.37725502,40.90210222,11020
PointZ (-75.27262081358099977 43.466733217570102 0),BOONVILLE 1 1,Buses,-75.27262081,43.46673322,8390
PointZ (-75.32395712925300302 43.50086164635469999 0),BOONVILLE 2 1,Buses,-75.32395713,43.50086165,8391
PointZ (-75.34912774600090302 43.44177421471179912 0),BOONVILLE 3 1,Buses,-75.34912775,43.44177421,8392
PointZ (-87.19645151345389422 38.0720169204806993 0),BOONVILLE 4 1,Buses,-87.19645151,38.07201692,42385
PointZ (-87.19213151345390145 38.07315052989810056 0),BOONVILLE 4 2,Buses,-87.19213151,38.07315053,42386
PointZ (-87.19696369970429828 38.09452722232489918 0),BOONVILLE 5 1,Buses,-87.1969637,38.09452722,42387
PointZ (-87.2709724687571935 37.97532774842699865 0),BOONVILLE 6 1,Buses,-87.27097247,37.97532775,42388
PointZ (-92.68550776416110182 38.94969558590280201 0),BOONVILLE 7 1,Buses,-92.68550776,38.94969559,57504
PointZ (-92.76355535791920204 38.93195528105940184 0),BOONVILLE 8 1,Buses,-92.76355536,38.93195528,57505
PointZ (-92.7198752266778996 38.9520008518214027 0),BOONVILLE 9 1,Buses,-92.71987523,38.95200085,57506
PointZ (-92.70907522667789635 38.95340064668150148 0),BOONVILLE 9 2,Buses,-92.70907523,38.95340065,57507
PointZ (-69.59593182657179966 43.82243454210419742 0),BOOTHBAY 1 1,Buses,-69.59593183,43.82243454,413
PointZ (-69.54652126548100455 43.87362462066199953 0),BOOTHBAY 2 1,Buses,-69.54652127,43.87362462,414
PointZ (-69.54220126548099756 43.87154847822500159 0),BOOTHBAY 2 2,Buses,-69.54220127,43.87154848,415
PointZ (-69.54220126548099756 43.87414364403139899 0),BOOTHBAY 2 3,Buses,-69.54220127,43.87414364,416
PointZ (-69.70467042181529393 43.82730274973000206 0),BOOTHBAY HARBOR 1,Buses,-69.70467042,43.82730275,417
PointZ (-69.70035042181530116 43.82782217636370348 0),BOOTHBAY HARBOR 2,Buses,-69.70035042,43.82782218,418
PointZ (-85.92283858525610185 38.46571751113199866 0),BORDEN 1,Buses,-85.92283859,38.46571751,41355
PointZ (-85.91851858525609487 38.46515376399300123 0),BORDEN 2,Buses,-85.91851859,38.46515376,41356
PointZ (-74.63335771585859391 40.01813886946690246 0),BORDENTOWN 1 1,Buses,-74.63335772,40.01813887,10334
PointZ (-74.6317377158586055 40.01731175627239878 0),BORDENTOWN 1 2,Buses,-74.63173772,40.01731176,10335
PointZ (-74.6317377158586055 40.01855242155649961 0),BORDENTOWN 1 3,Buses,-74.63173772,40.01855242,10336
PointZ (-74.72499392200279544 40.0989928106974034 0),BORDENTOWN 2 1,Buses,-74.72499392,40.09899281,10337
PointZ (-101.40951272247799864 35.66098648664439708 0),BORGER 1 1,Buses,-101.4095127,35.66098649,61715
PointZ (-101.39871272247799538 35.65806150791730289 0),BORGER 1 2,Buses,-101.3987127,35.65806151,61716
PointZ (-101.40395938865799508 35.68936963172870236 0),BORGER 2 1,Buses,-101.4039594,35.68936963,61717
PointZ (-101.45054465933999666 35.69214706198039977 0),BORGER 3 1,Buses,-101.4505447,35.69214706,61718
PointZ (-101.4397446593399934 35.69507079169810027 0),BORGER 3 2,Buses,-101.4397447,35.69507079,61719
PointZ (-101.32214608283300095 35.67480469297230172 0),BORGER 4 1,Buses,-101.3221461,35.67480469,61820
PointZ (-101.30414608283300026 35.6645685493106015 0),BORGER 4 10,Buses,-101.3041461,35.66456855,61828
PointZ (-101.32214608283300095 35.66310613894749793 0),BORGER 4 2,Buses,-101.3221461,35.66310614,61821
PointZ (-101.30414608283300026 35.65433109840869719 0),BORGER 4 3,Buses,-101.3041461,35.6543311,61822
PointZ (-101.32754608283299547 35.67758284125820012 0),BORGER 4 4,Buses,-101.3275461,35.67758284,61823
PointZ (-101.32754608283299547 35.67465846528030227 0),BORGER 4 5,Buses,-101.3275461,35.67465847,61824
PointZ (-101.32754608283299547 35.6658846944125969 0),BORGER 4 6,Buses,-101.3275461,35.66588469,61825
PointZ (-101.29874608283300574 35.65125960007480188 0),BORGER 4 7,Buses,-101.2987461,35.6512596,61826
PointZ (-101.30414608283300026 35.67480469297230172 0),BORGER 4 8,Buses,-101.3041461,35.67480469,61827
PointZ (-90.74490861553499599 43.17730022310740168 0),BOSCOBEL 1 1,Buses,-90.74490862,43.17730022,47047
PointZ (-90.64975051857560118 43.17573753353399724 0),BOSCOBEL 2 1,Buses,-90.64975052,43.17573753,47048
PointZ (-93.68482047711690086 32.60876243084300086 0),BOSSIER CITY 1 1,Buses,-93.68482048,32.60876243,60088
PointZ (-93.68050047711689388 32.60997543322149994 0),BOSSIER CITY 1 2,Buses,-93.68050048,32.60997543,60089
PointZ (-93.69894731466159499 32.629820153992803 0),BOSSIER CITY 2 1,Buses,-93.69894731,32.62982015,60090
PointZ (-93.70824066855040257 32.58300475110630146 0),BOSSIER CITY 3 1,Buses,-93.70824067,32.58300475,60091
PointZ (-93.70392066855039559 32.58118468924300259 0),BOSSIER CITY 3 2,Buses,-93.70392067,32.58118469,60092
PointZ (-93.70392066855039559 32.58421810222770176 0),BOSSIER CITY 3 3,Buses,-93.70392067,32.5842181,60093
PointZ (-93.68770022333549718 32.51967952665570039 0),BOSSIER CITY 4 1,Buses,-93.68770022,32.51967953,60094
PointZ (-93.68338022333550441 32.52089373411819651 0),BOSSIER CITY 4 2,Buses,-93.68338022,32.52089373,60095
PointZ (-93.62137995435959681 32.40895692710910225 0),BOSSIER CITY 5 1,Buses,-93.62137995,32.40895693,60096
PointZ (-93.61705995435960403 32.40834907037329771 0),BOSSIER CITY 5 2,Buses,-93.61705995,32.40834907,60097
PointZ (-93.58343631044600386 32.45643672967990057 0),BOSSIER CITY 6 1,Buses,-93.58343631,32.45643673,60098
PointZ (-93.58343631044600386 32.45279144112979708 0),BOSSIER CITY 6 2,Buses,-93.58343631,32.45279144,60099
PointZ (-93.57407631044600294 32.45212312069170224 0),BOSSIER CITY 6 3,Buses,-93.57407631,32.45212312,60100
PointZ (-93.57623631044600643 32.4515763121709 0),BOSSIER CITY 6 4,Buses,-93.57623631,32.45157631,60101
PointZ (-93.57623631044600643 32.45582919292969848 0),BOSSIER CITY 6 5,Buses,-93.57623631,32.45582919,60102
PointZ (-93.62726796455089584 32.47382488478010032 0),BOSSIER CITY 7 1,Buses,-93.62726796,32.47382488,60103
PointZ (-93.62294796455090307 32.47503971140500312 0),BOSSIER CITY 7 2,Buses,-93.62294796,32.47503971,60104
PointZ (-93.59562171436320455 32.50062493913360129 0),BOSSIER CITY 8 1,Buses,-93.59562171,32.50062494,60105
PointZ (-93.59130171436319756 32.50123217360660277 0),BOSSIER CITY 8 2,Buses,-93.59130171,32.50123217,60106
PointZ (-81.76597369283099681 35.47903322099369916 0),BOSTIC 1,Buses,-81.76597369,35.47903322,22053
PointZ (-71.02348391889519519 42.31059667217719777 0),BOSTON 1 1,Buses,-71.02348392,42.31059667,3657
PointZ (-71.09906395938760681 42.29710241671890003 0),BOSTON 10 1,Buses,-71.09906396,42.29710242,4082
PointZ (-71.09906395938760681 42.295105289923697 0),BOSTON 10 2,Buses,-71.09906396,42.29510529,4083
PointZ (-71.0974439593876042 42.29750183389980123 0),BOSTON 10 3,Buses,-71.09744396,42.29750183,4084
PointZ (-71.0974439593876042 42.29650328475239718 0),BOSTON 10 5,Buses,-71.09744396,42.29650328,4085
PointZ (-71.01365512088429455 42.3656273437943014 0),BOSTON 11 1,Buses,-71.01365512,42.36562734,4226
PointZ (-71.01203512088430614 42.36443037890320085 0),BOSTON 11 2,Buses,-71.01203512,42.36443038,4227
PointZ (-71.01203512088430614 42.3656273437943014 0),BOSTON 11 3,Buses,-71.01203512,42.36562734,4228
PointZ (-71.01365512088429455 42.36443037890320085 0),BOSTON 11 5,Buses,-71.01365512,42.36443038,4229
PointZ (-71.06592150771399474 42.33899239208150078 0),BOSTON 12 1,Buses,-71.06592151,42.33899239,4299
PointZ (-71.06430150771400633 42.33899239208150078 0),BOSTON 12 2,Buses,-71.06430151,42.33899239,4300
PointZ (-71.05326515962879341 42.3217778190231968 0),BOSTON 13 1,Buses,-71.05326516,42.32177782,4407
PointZ (-71.05407515962879472 42.3205600553633019 0),BOSTON 13 2,Buses,-71.05407516,42.32056006,4408
PointZ (-71.05407515962879472 42.3201607837431979 0),BOSTON 13 3,Buses,-71.05407516,42.32016078,4409
PointZ (-71.05326515962879341 42.32038038395329949 0),BOSTON 13 4,Buses,-71.05326516,42.32038038,4410
PointZ (-71.05407515962879472 42.32215711650790269 0),BOSTON 13 5,Buses,-71.05407516,42.32215712,4411
PointZ (-71.05407515962879472 42.32175785502209919 0),BOSTON 13 6,Buses,-71.05407516,42.32175786,4412
PointZ (-71.05056515962880326 42.32197744965829855 0),BOSTON 13 7,Buses,-71.05056516,42.32197745,4413
PointZ (-71.05056515962880326 42.32097928798209807 0),BOSTON 13 9,Buses,-71.05056516,42.32097929,4414
PointZ (-71.10973790846729514 42.34382316347389974 0),BOSTON 14 1,Buses,-71.10973791,42.34382316,4441
PointZ (-71.11054790846729645 42.34280539183440339 0),BOSTON 14 2,Buses,-71.11054791,42.34280539,4442
PointZ (-71.11054790846729645 42.34240626140189789 0),BOSTON 14 3,Buses,-71.11054791,42.34240626,4443
PointZ (-71.10973790846729514 42.34262578395880183 0),BOSTON 14 4,Buses,-71.10973791,42.34262578,4444
PointZ (-71.10703790846730499 42.34382316347389974 0),BOSTON 14 5,Buses,-71.10703791,42.34382316,4445
PointZ (-71.01572553406559507 42.33109376193439743 0),BOSTON 15 1,Buses,-71.01572553,42.33109376,4456
PointZ (-71.01410553406560666 42.33089416022630047 0),BOSTON 15 2,Buses,-71.01410553,42.33089416,4457
PointZ (-78.69146424893060043 42.59676150786619786 0),BOSTON 16 1,Buses,-78.69146425,42.59676151,7965
PointZ (-83.74493804255770613 30.77635435811560072 0),BOSTON 17 1,Buses,-83.74493804,30.77635436,24955
PointZ (-83.74061804255769914 30.77759155436519833 0),BOSTON 17 2,Buses,-83.74061804,30.77759155,24956
PointZ (-83.85889825953219656 30.76061339500339997 0),BOSTON 18 1,Buses,-83.85889826,30.7606134,24957
PointZ (-83.85457825953220379 30.76185079363909836 0),BOSTON 18 2,Buses,-83.85457826,30.76185079,24958
PointZ (-71.0412292848297966 42.29163456777550323 0),BOSTON 2 1,Buses,-71.04122928,42.29163457,3658
PointZ (-71.03960928482979398 42.29143484089569682 0),BOSTON 2 2,Buses,-71.03960928,42.29143484,3659
PointZ (-71.07662385248150372 42.3677763874380986 0),BOSTON 3 1,Buses,-71.07662385,42.36777639,3660
PointZ (-71.0295894685141036 42.33632663877639857 0),BOSTON 4 1,Buses,-71.02958947,42.33632664,3661
PointZ (-71.03718456155459648 42.38743071881550151 0),BOSTON 5 1,Buses,-71.03718456,42.38743072,3662
PointZ (-71.03556456155459387 42.38703187107289949 0),BOSTON 5 2,Buses,-71.03556456,42.38703187,3663
PointZ (-71.03556456155459387 42.38802898351340076 0),BOSTON 5 3,Buses,-71.03556456,42.38802898,3664
PointZ (-70.91759388002519415 42.41583784824130277 0),BOSTON 6 1,Buses,-70.91759388,42.41583785,3665
PointZ (-70.91597388002520574 42.41603718017230307 0),BOSTON 6 2,Buses,-70.91597388,42.41603718,3666
PointZ (-71.04519365198270009 42.34852290086629978 0),BOSTON 7 1,Buses,-71.04519365,42.3485229,3667
PointZ (-71.04357365198269747 42.34872244662240348 0),BOSTON 7 2,Buses,-71.04357365,42.34872245,3668
PointZ (-70.98839905530860506 42.40298329443299963 0),BOSTON 8 1,Buses,-70.98839906,42.40298329,3669
PointZ (-71.09683358338540415 42.38495420433699934 0),BOSTON 9 1,Buses,-71.09683358,42.3849542,3995
PointZ (-71.09521358338540153 42.38475477363670052 0),BOSTON 9 2,Buses,-71.09521358,42.38475477,3996
PointZ (-79.1599857936166984 40.22685602335079835 0),BOSWELL 1 1,Buses,-79.15998579,40.22685602,15637
PointZ (-79.09481319891659723 40.17836849445200187 0),BOSWELL 2 1,Buses,-79.0948132,40.17836849,15638
PointZ (-95.83124241267960031 33.96155135473370024 0),BOSWELL 3 1,Buses,-95.83124241,33.96155135,62045
PointZ (-100.47984623634700085 48.84166493568299927 0),BOTTINEAU 1 1,Buses,-100.4798462,48.84166494,68851
PointZ (-100.4690462363469976 48.84284957537680327 0),BOTTINEAU 1 2,Buses,-100.4690462,48.84284958,68852
PointZ (-100.42728273696299368 48.7918886810178023 0),BOTTINEAU 2 1,Buses,-100.4272827,48.79188868,68853
PointZ (-100.38368461202800574 48.80990514419890047 0),BOTTINEAU 3 1,Buses,-100.3836846,48.80990514,68854
PointZ (-75.57745103199390257 42.91479264459810139 0),BOUCKVILLE 1,Buses,-75.57745103,42.91479264,10074
PointZ (-75.57313103199389559 42.91426533896549955 0),BOUCKVILLE 2,Buses,-75.57313103,42.91426534,10075
PointZ (-74.55419391154839559 40.50778853861439899 0),BOUND BROOK 1,Buses,-74.55419391,40.50778854,11248
PointZ (-86.0990028630702966 41.36050160893810101 0),BOURBON 1 1,Buses,-86.09900286,41.36050161,41959
PointZ (-86.14729390073330251 41.23454654855660095 0),BOURBON 2 1,Buses,-86.1472939,41.23454655,41960
PointZ (-91.17007754502840555 38.05991890030009728 0),BOURBON 3 1,Buses,-91.17007755,38.0599189,55689
PointZ (-87.86681459946579764 41.20813705889020184 0),BOURBONNAIS 1 1,Buses,-87.8668146,41.20813706,45362
PointZ (-87.86249459946580487 41.20759538625220131 0),BOURBONNAIS 1 2,Buses,-87.8624946,41.20759539,45363
PointZ (-87.86791645659299377 41.22083275078330189 0),BOURBONNAIS 2 1,Buses,-87.86791646,41.22083275,45364
PointZ (-87.78796583104559659 41.15828599157690348 0),BOURBONNAIS 3 1,Buses,-87.78796583,41.15828599,45365
PointZ (-87.89216415744380129 41.21492265475549743 0),BOURBONNAIS 4 1,Buses,-87.89216416,41.21492265,45366
PointZ (-87.88496415744380386 41.21275615613549803 0),BOURBONNAIS 4 10,Buses,-87.88496416,41.21275616,45374
PointZ (-87.89216415744380129 41.21058958968389874 0),BOURBONNAIS 4 2,Buses,-87.89216416,41.21058959,45367
PointZ (-87.88280415744380036 41.21053542220270316 0),BOURBONNAIS 4 3,Buses,-87.88280416,41.21053542,45368
PointZ (-87.88496415744380386 41.21004793539029976 0),BOURBONNAIS 4 4,Buses,-87.88496416,41.21004794,45369
PointZ (-87.89432415744380478 41.20728543236430141 0),BOURBONNAIS 4 5,Buses,-87.89432416,41.20728543,45370
PointZ (-87.89432415744380478 41.20620206654359663 0),BOURBONNAIS 4 6,Buses,-87.89432416,41.20620207,45371
PointZ (-87.89216415744380129 41.20679792133660158 0),BOURBONNAIS 4 7,Buses,-87.89216416,41.20679792,45372
PointZ (-87.88496415744380386 41.21546426672969687 0),BOURBONNAIS 4 8,Buses,-87.88496416,41.21546427,45373
PointZ (-90.56020386447690385 29.53615501879319893 0),BOURG 1,Buses,-90.56020386,29.53615502,60482
PointZ (-90.55588386447689686 29.5380342946802017 0),BOURG 2,Buses,-90.55588386,29.53803429,60483
PointZ (-93.3657345321024934 47.37108869655639865 0),BOVEY 1 1,Buses,-93.36573453,47.3710887,49437
PointZ (-93.42481893497250667 47.41378660485889895 0),BOVEY 2 1,Buses,-93.42481893,47.4137866,49438
PointZ (-93.42481893497250667 47.40769596101500127 0),BOVEY 2 2,Buses,-93.42481893,47.40769596,49439
PointZ (-93.40141893497249725 47.40513768060409916 0),BOVEY 2 3,Buses,-93.40141893,47.40513768,49440
PointZ (-93.40681893497250599 47.40404124014099807 0),BOVEY 2 4,Buses,-93.40681893,47.40404124,49441
PointZ (-93.40681893497250599 47.41256853508269842 0),BOVEY 2 5,Buses,-93.40681893,47.41256854,49442
PointZ (-102.70587472292000086 34.57933213284089646 0),BOVINA 1,Buses,-102.7058747,34.57933213,61784
PointZ (-102.69507472291999761 34.5778501082417975 0),BOVINA 2,Buses,-102.6950747,34.57785011,61785
PointZ (-71.60554755979360664 43.10598556066349829 0),BOW 1 1,Buses,-71.60554756,43.10598556,1531
PointZ (-71.60122755979359965 43.10651122289819881 0),BOW 1 2,Buses,-71.60122756,43.10651122,1532
PointZ (-71.61522912459180645 43.07318448222130058 0),BOW 2 1,Buses,-71.61522912,43.07318448,1533
PointZ (-71.61090912459179947 43.07371042604000166 0),BOW 2 2,Buses,-71.61090912,43.07371043,1534
PointZ (-102.26886185329199463 48.79319201405230189 0),BOWBELLS 1,Buses,-102.2688619,48.79319201,68887
PointZ (-99.62840863368539601 45.45368751199259805 0),BOWDLE 1,Buses,-99.62840863,45.45368751,68232
PointZ (-99.61760863368540697 45.44863658979799936 0),BOWDLE 2,Buses,-99.61760863,45.44863659,68233
PointZ (-99.61760863368540697 45.45495016958020074 0),BOWDLE 3,Buses,-99.61760863,45.45495017,68234
PointZ (-69.98967953073839965 44.0631895354643035 0),BOWDOIN 1 1,Buses,-69.98967953,44.06318954,616
