Number,Name,AreaName,Nom kV,Vpu,kV,Vangle,Load MW,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,Substation Longitude,Substation Latitude
13862,WILLIAMSPORT 8 3,Pennsylvania Eastern,138,1.04063,143.607,-146.06,,,,,,0,0,10,1,-77.01694231,41.25697915
13863,WILLIAMSPORT 8 4,Pennsylvania Eastern,13.8,1.04439,14.413,-144.65,,,16,7.46,,0,0,10,1,-77.00758231,41.25909005
13864,WILLIAMSPORT 8 5,Pennsylvania Eastern,13.8,1.0445,14.414,-144.58,,,16,6.25,,0,0,10,1,-77.00758231,41.25800754
13865,WILLIAMSPORT 8 6,Pennsylvania Eastern,500,1.03331,516.654,-143.39,,,,,,0,0,10,1,-77.00974231,41.26455644
13866,WILLIAMSPORT 8 8,Pennsylvania Eastern,500,1.02893,514.467,-143.42,,,,,,0,0,10,1,-77.01694231,41.26130914
13867,MARCUS HOOK 5 1,Pennsylvania Eastern,138,1.03865,143.333,-148.42,,,,,,0,0,10,1,-75.4384507,39.75730045
13868,MARCUS HOOK 5 2,Pennsylvania Eastern,13.8,1.05173,14.514,-146.42,,,50.5,25.7,,0,0,10,1,-75.4392607,39.75748726
13869,MARCUS HOOK 5 3,Pennsylvania Eastern,138,1.0383,143.286,-148.44,,,,,,0,0,10,1,-75.4357507,39.75730045
13870,MARCUS HOOK 5 5,Pennsylvania Eastern,138,1.03865,143.333,-148.42,,,,,,0,0,10,1,-75.4384507,39.75626262
13871,STEWARTSTOWN 4 1,Pennsylvania Eastern,500,1.04155,520.774,-147.07,,,,,,0,0,10,1,-76.60410415,39.74325149
13872,STEWARTSTOWN 4 2,Pennsylvania Eastern,345,1.04106,359.166,-151.3,,,,,,0,0,10,1,-76.59690415,39.74214424
13873,STEWARTSTOWN 4 3,Pennsylvania Eastern,138,1.04091,143.646,-155.75,,,,,,0,0,10,1,-76.60410415,39.73660772
13874,STEWARTSTOWN 4 4,Pennsylvania Eastern,13.8,1.033,14.255,-146.44,,,54,19.81,,0,0,10,1,-76.60626415,39.7426425
13875,STEWARTSTOWN 4 5,Pennsylvania Eastern,345,1.04101,359.148,-151.42,,,,,,0,0,10,1,-76.60410415,39.73992968
13876,STEWARTSTOWN 4 7,Pennsylvania Eastern,345,1.04106,359.166,-151.3,,,,,,0,0,10,1,-76.59690415,39.73826872
13877,WAYMART 4 1,Pennsylvania Eastern,500,1.0439,521.951,-144.18,,,,,,0,0,10,1,-75.4456357,41.57749095
13878,WAYMART 4 2,Pennsylvania Eastern,345,1.04566,360.754,-145.5,,,,,,0,0,10,1,-75.4456357,41.57372063
13879,WAYMART 4 3,Pennsylvania Eastern,138,1.04609,144.361,-147.02,,,,,,0,0,10,1,-75.4456357,41.56941141
13880,WAYMART 4 4,Pennsylvania Eastern,13.8,1.04824,14.466,-143.1,,,64.5,13.74,,0,0,10,1,-75.4477957,41.57797569
13881,WAYMART 4 5,Pennsylvania Eastern,500,1.04426,522.132,-144.13,,,,,,0,0,10,1,-75.4384357,41.57695235
13882,WAYMART 4 7,Pennsylvania Eastern,345,1.04569,360.763,-145.51,,,,,,0,0,10,1,-75.4384357,41.57318199
13883,READING 33 1,Pennsylvania Eastern,500,1.045,522.5,-145.91,,,,,70.23,0,0,10,1,-75.91073885,40.38109887
13884,READING 33 2,Pennsylvania Eastern,345,1.0444,360.317,-149.2,,,,,,0,0,10,1,-75.90353885,40.37890499
13885,READING 33 3,Pennsylvania Eastern,138,1.04258,143.876,-151.65,,,,,,0,0,10,1,-75.90353885,40.37506553
13886,READING 33 4,Pennsylvania Eastern,22,1.0545,23.199,-144.14,,,242.67,71.33,,0,0,10,1,-75.91289885,40.38214094
13887,READING 33 5,Pennsylvania Eastern,13.8,1.05282,14.529,-144.29,,,242.67,63.74,,0,0,10,1,-75.91289885,40.38104403
13888,READING 33 6,Pennsylvania Eastern,13.8,1.05,14.49,-144.67,,,242.67,52.97,,0,0,10,1,-75.91289885,40.37994709
13889,READING 33 7,Pennsylvania Eastern,500,1.04398,521.991,-146.07,,,,,,0,0,10,1,-75.90353885,40.38219579
13890,READING 33 9,Pennsylvania Eastern,345,1.04241,359.63,-149.35,,,,,,0,0,10,1,-75.91073885,40.37671104
13891,NESQUEHONING 3 1,Pennsylvania Eastern,500,1.04401,522.005,-143.73,,,,,155.96,0,0,10,1,-75.89527841,40.87565224
13892,NESQUEHONING 3 2,Pennsylvania Eastern,345,1.04409,360.21,-146,,,,,,0,0,10,1,-75.88807841,40.87184123
13893,NESQUEHONING 3 3,Pennsylvania Eastern,138,1.04544,144.27,-147.8,,,,,,0,0,10,1,-75.89527841,40.86857447
13894,NESQUEHONING 3 4,Pennsylvania Eastern,13.2,1.04844,13.839,-143.22,,,94,43.8,,0,0,10,1,-75.89743841,40.87668662
13895,NESQUEHONING 3 5,Pennsylvania Eastern,500,1.04366,521.83,-143.63,,,,,,0,0,10,1,-75.88807841,40.87565224
13896,NESQUEHONING 3 7,Pennsylvania Eastern,500,1.04401,522.005,-143.73,,,,,,0,0,10,1,-75.89527841,40.87238567
13897,FAIRLESS HILLS 1,Pennsylvania Eastern,500,1.038,519,-147.49,,,,,-939.56,0,0,10,1,-74.75170831,40.11049898
13898,FAIRLESS HILLS 2,Pennsylvania Eastern,345,1.0386,358.316,-151.13,,,,,,0,0,10,1,-74.75170831,40.10843397
13899,FAIRLESS HILLS 3,Pennsylvania Eastern,138,1.03811,143.259,-153.96,,,,,,0,0,10,1,-74.74900831,40.10822747
13900,FAIRLESS HILLS 4,Pennsylvania Eastern,13.8,1.03799,14.324,-153.24,,,,,,0,0,10,1,-74.75251831,40.1073808
13901,FAIRLESS HILLS 5,Pennsylvania Eastern,1,1.03799,1.038,-153.24,,,,,,0,0,10,1,-74.75170831,40.10719494
13902,FAIRLESS HILLS 6,Pennsylvania Eastern,13.8,1.01193,13.965,-146.21,,,223,112.53,,0,0,10,1,-74.75251831,40.1115108
13903,FAIRLESS HILLS 7,Pennsylvania Eastern,18,1.00865,18.156,-145.91,,,223,112.53,,0,0,10,1,-74.75251831,40.11109781
13904,FAIRLESS HILLS 8,Pennsylvania Eastern,13.8,1.0098,13.935,-145.02,,,223,112.53,,0,0,10,1,-74.75251831,40.11068482
13905,FAIRLESS HILLS 9,Pennsylvania Eastern,13.8,1.01183,13.963,-144.81,,,223,113.51,,0,0,10,1,-74.75251831,40.11027183
13906,FAIRLESS HILLS 10,Pennsylvania Eastern,22,1.00969,22.213,-146.45,,,223,112.53,,0,0,10,1,-74.75251831,40.10985883
13907,FAIRLESS HILLS 11,Pennsylvania Eastern,13.8,1.01291,13.978,-145.37,,,223,112.53,,0,0,10,1,-74.75251831,40.10944583
13908,FAIRLESS HILLS 12,Pennsylvania Eastern,500,1.03964,519.82,-147.98,,,,,,0,0,10,1,-74.74900831,40.11091197
13909,FAIRLESS HILLS 14,Pennsylvania Eastern,500,1.038,519,-147.49,,,,,,0,0,10,1,-74.74900831,40.10946648
13910,MCADOO 1,Pennsylvania Eastern,345,1.04324,359.919,-146.19,,,59,27.49,,0,0,10,1,-75.99900332,40.84580913
13911,MCADOO 2,Pennsylvania Eastern,138,1.04794,144.616,-147.75,,,,,,0,0,10,1,-75.99900332,40.84145171
13912,MCADOO 3,Pennsylvania Eastern,345,1.04332,359.947,-146.12,,,,,,0,0,10,1,-75.99468332,40.84635379
13913,MCADOO 5,Pennsylvania Eastern,345,1.04324,359.919,-146.19,,,,,,0,0,10,1,-75.99468332,40.84363045
13914,POTTSVILLE 5 1,Pennsylvania Eastern,345,1.0391,358.488,-147.67,,,,,-57,0,0,10,1,-76.17557007,40.67916652
13915,POTTSVILLE 5 2,Pennsylvania Eastern,138,1.039,143.382,-148.17,,,37,-1.74,,0,0,10,1,-76.17557007,40.67479816
13916,POTTSVILLE 5 3,Pennsylvania Eastern,13.8,1.03899,14.338,-148.3,,,,,,0,0,10,1,-76.16621007,40.67474355
13917,POTTSVILLE 5 4,Pennsylvania Eastern,1,1.03899,1.039,-148.3,,,,,,0,0,10,1,-76.16837007,40.6742521
13918,POTTSVILLE 5 5,Pennsylvania Eastern,345,1.03972,358.704,-147.66,,,,,,0,0,10,1,-76.16837007,40.67971255
13919,POTTSVILLE 5 7,Pennsylvania Eastern,345,1.0391,358.488,-147.67,,,,,,0,0,10,1,-76.16837007,40.67698238
13920,SPRING GROVE 3 1,Pennsylvania Eastern,500,1.03994,519.972,-148.41,,,,,193.91,0,0,10,1,-76.85284175,39.82478887
13921,SPRING GROVE 3 2,Pennsylvania Eastern,345,1.04017,358.857,-152.21,,,0,0,,0,0,10,1,-76.85284175,39.82036501
13922,SPRING GROVE 3 3,Pennsylvania Eastern,138,1.04278,143.904,-155.35,,,,,,0,0,10,1,-76.84852175,39.81704693
13923,SPRING GROVE 3 4,Pennsylvania Eastern,345,1.03809,358.142,-152.45,,,,,,0,0,10,1,-76.84852175,39.82091801
13924,SPRING GROVE 3 6,Pennsylvania Eastern,500,1.04138,520.691,-148.04,,,,,,0,0,10,1,-76.84852175,39.82478887
13925,CRUM LYNNE 2 1,Pennsylvania Eastern,138,1.044,144.072,-151.69,,,,,,0,0,10,1,-75.30857608,39.86425785
13926,CRUM LYNNE 2 2,Pennsylvania Eastern,13.8,1.04812,14.464,-146.86,,,143.6,50.83,,0,0,10,1,-75.30938608,39.86527333
13927,CRUM LYNNE 2 3,Pennsylvania Eastern,18,1.0503,18.905,-146.49,,,143.6,50.83,,0,0,10,1,-75.30938608,39.86485885
13928,CRUM LYNNE 2 4,Pennsylvania Eastern,13.8,1.045,14.421,-144.8,,,143.6,34.86,,0,0,10,1,-75.30938608,39.86444436
13929,CRUM LYNNE 2 5,Pennsylvania Eastern,13.8,1.045,14.421,-148.28,,,143.6,60.29,,0,0,10,1,-75.30938608,39.86402988
13930,CRUM LYNNE 2 6,Pennsylvania Eastern,13.8,1.045,14.421,-146.92,,,143.6,45.11,,0,0,10,1,-75.30938608,39.86361539
13931,CRUM LYNNE 2 7,Pennsylvania Eastern,13.8,1.045,14.421,-146.17,,,143.6,41.17,,0,0,10,1,-75.30938608,39.8632009
13932,CRUM LYNNE 2 8,Pennsylvania Eastern,138,1.03978,143.489,-152.19,,,,,,0,0,10,1,-75.30587608,39.86384336
13933,CRUM LYNNE 2 10,Pennsylvania Eastern,138,1.044,144.072,-151.69,,,,,,0,0,10,1,-75.30857608,39.86239264
13934,MAINESBURG 1,Pennsylvania Eastern,500,1.04886,524.428,-140.51,,,,,-139.87,0,0,10,1,-76.83635796,41.7382551
13935,MAINESBURG 2,Pennsylvania Eastern,345,1.04721,361.286,-143.14,,,,,,0,0,10,1,-76.82915796,41.7382551
13936,MAINESBURG 3,Pennsylvania Eastern,138,1.04733,144.532,-144.01,,,,,,0,0,10,1,-76.82915796,41.73234497
13937,MAINESBURG 4,Pennsylvania Eastern,13.8,1.0185,14.055,-139.37,,,100.5,6.57,,0,0,10,1,-76.83851796,41.73658957
13938,MAINESBURG 5,Pennsylvania Eastern,345,1.04667,361.101,-143.25,,,,,,0,0,10,1,-76.83635796,41.73341958
13939,MAINESBURG 7,Pennsylvania Eastern,345,1.04721,361.286,-143.14,,,,,,0,0,10,1,-76.82915796,41.73449417
13940,HAZLETON 8 1,Pennsylvania Eastern,138,1.04442,144.13,-147.04,,,32,-3.9,,0,0,10,1,-76.01797964,40.95514392
13941,HAZLETON 8 2,Pennsylvania Eastern,138,1.04439,144.125,-147.06,,,,,,0,0,10,1,-76.01365964,40.95514392
13942,YORK HAVEN 2 1,Pennsylvania Eastern,138,1.0399,143.507,-152.25,,,19.6,-0.96,,0,0,10,1,-76.70420305,40.1174747
13943,YORK HAVEN 2 2,Pennsylvania Eastern,138,1.03987,143.502,-152.26,,,,,,0,0,10,1,-76.69988305,40.1169241
13944,FRACKVILLE 3 1,Pennsylvania Eastern,500,1.04408,522.038,-144.57,,,0,0,,0,0,10,1,-76.15061212,40.77661014
13945,FRACKVILLE 3 2,Pennsylvania Eastern,345,1.04229,359.591,-146.75,,,,,,0,0,10,1,-76.15061212,40.77279344
13946,FRACKVILLE 3 3,Pennsylvania Eastern,138,1.04012,143.537,-147.99,,,,,,0,0,10,1,-76.14341212,40.77006708
13947,FRACKVILLE 3 4,Pennsylvania Eastern,13.8,1.04253,14.387,-150.14,,,,,,0,0,10,1,-76.15277212,40.76946727
13948,FRACKVILLE 3 5,Pennsylvania Eastern,1,1.04253,1.043,-150.14,,,,,,0,0,10,1,-76.15061212,40.76897651
13949,FRACKVILLE 3 6,Pennsylvania Eastern,345,1.04184,359.434,-146.86,,,,,,0,0,10,1,-76.14341212,40.77333869
13950,FRACKVILLE 3 8,Pennsylvania Eastern,500,1.04478,522.389,-144.41,,,,,,0,0,10,1,-76.14341212,40.77661014
13951,SHAMOKIN DAM 1,Pennsylvania Eastern,500,1.0434,521.698,-144.58,,,,,,0,0,10,1,-76.83867663,40.83147455
13952,SHAMOKIN DAM 2,Pennsylvania Eastern,345,1.0465,361.042,-145.83,,,52.7,2.98,,0,0,10,1,-76.83867663,40.82657137
13953,SHAMOKIN DAM 3,Pennsylvania Eastern,138,1.04365,144.024,-147.47,,,,,,0,0,10,1,-76.83435663,40.82766099
13954,SHAMOKIN DAM 4,Pennsylvania Eastern,500,1.04428,522.138,-144.46,,,,,,0,0,10,1,-76.83435663,40.83256409
13955,SHAMOKIN DAM 6,Pennsylvania Eastern,500,1.0434,521.698,-144.58,,,,,,0,0,10,1,-76.83435663,40.83038498
13956,PORTLAND 13 1,Pennsylvania Eastern,138,1.04056,143.598,-149.1,,,,,,0,0,10,1,-75.08602068,40.92824155
13957,PORTLAND 13 2,Pennsylvania Eastern,13.8,1.0495,14.483,-145.14,,,64.67,8.34,,0,0,10,1,-75.08818068,40.9292751
13958,PORTLAND 13 3,Pennsylvania Eastern,22,1.0495,23.089,-143.91,,,64.67,6.87,,0,0,10,1,-75.08818068,40.92818715
13959,PORTLAND 13 4,Pennsylvania Eastern,18,1.0495,18.891,-144.84,,,64.67,7.82,,0,0,10,1,-75.08818068,40.92709917
13960,PORTLAND 13 5,Pennsylvania Eastern,138,1.04006,143.528,-149.2,,,,,,0,0,10,1,-75.07882068,40.92824155
13961,PORTLAND 13 7,Pennsylvania Eastern,138,1.04056,143.598,-149.1,,,,,,0,0,10,1,-75.08602068,40.92497757
13962,PHILADELPHIA 122 1,Pennsylvania Eastern,138,1.036,142.968,-156.02,,,192.6,-18.63,,0,0,10,1,-75.20133446,39.95678377
13963,PHILADELPHIA 122 2,Pennsylvania Eastern,138,1.0357,142.927,-156.13,,,,,,0,0,10,1,-75.19971446,39.95678377
13964,YORK 26 1,Pennsylvania Eastern,138,1.03655,143.044,-153.31,,,,,,0,0,10,1,-76.71896207,39.98037591
13965,YORK 26 2,Pennsylvania Eastern,13.8,1.03655,14.304,-153.31,,,0,0,,0,0,10,1,-76.72112207,39.98142415
13966,YORK 26 3,Pennsylvania Eastern,20,1.03655,20.731,-153.31,,,0,0,,0,0,10,1,-76.72112207,39.98032074
13967,YORK 26 4,Pennsylvania Eastern,20,1.03655,20.731,-153.31,,,0,0,,0,0,10,1,-76.72112207,39.97921731
13968,YORK 26 5,Pennsylvania Eastern,138,1.03655,143.044,-153.31,,,,,,0,0,10,1,-76.71176207,39.98092762
13969,YORK 26 7,Pennsylvania Eastern,138,1.03655,143.044,-153.31,,,,,,0,0,10,1,-76.71176207,39.97816903
13970,BETHLEHEM 17 1,Pennsylvania Eastern,500,1.042,521,-145.6,,,,,-664.96,0,0,10,1,-75.30105002,40.62065085
13971,BETHLEHEM 17 2,Pennsylvania Eastern,345,1.03804,358.122,-147.91,,,,,,0,0,10,1,-75.29385002,40.61791826
13972,BETHLEHEM 17 3,Pennsylvania Eastern,138,1.03952,143.454,-150.99,,,,,,0,0,10,1,-75.29385002,40.61354589
13973,BETHLEHEM 17 4,Pennsylvania Eastern,13.8,1.03548,14.29,-150.77,,,,,,0,0,10,1,-75.30321002,40.61349123
13974,BETHLEHEM 17 5,Pennsylvania Eastern,1,1.03548,1.035,-150.77,,,,,,0,0,10,1,-75.30105002,40.61299932
13975,BETHLEHEM 17 6,Pennsylvania Eastern,13.8,1.0245,14.138,-144.29,,,216.67,72.21,,0,0,10,1,-75.30321002,40.62332867
13976,BETHLEHEM 17 7,Pennsylvania Eastern,22,1.02269,22.499,-144.61,,,216.67,74.18,,0,0,10,1,-75.30321002,40.62223569
13977,BETHLEHEM 17 8,Pennsylvania Eastern,13.8,1.02517,14.147,-144.21,,,216.67,74.18,,0,0,10,1,-75.30321002,40.6211427
13978,BETHLEHEM 17 9,Pennsylvania Eastern,13.8,1.0245,14.138,-143.77,,,216.67,93.07,,0,0,10,1,-75.30321002,40.62004968
13979,BETHLEHEM 17 10,Pennsylvania Eastern,13.8,1.0245,14.138,-144.02,,,216.67,108.21,,0,0,10,1,-75.30321002,40.61895665
13980,BETHLEHEM 17 11,Pennsylvania Eastern,13.8,1.02318,14.12,-144.54,,,216.67,74.18,,0,0,10,1,-75.30321002,40.6178636
13981,BETHLEHEM 17 12,Pennsylvania Eastern,500,1.04257,521.287,-146.2,,,,,,0,0,10,1,-75.29385002,40.62229035
13982,BETHLEHEM 17 14,Pennsylvania Eastern,345,1.03832,358.22,-148.04,,,,,,0,0,10,1,-75.30105002,40.61573211
13983,FRACKVILLE 4 1,Pennsylvania Eastern,138,1.04224,143.829,-147.67,,,48,-5.86,,0,0,10,1,-76.19657653,40.81368638
13984,FRACKVILLE 4 2,Pennsylvania Eastern,138,1.04218,143.821,-147.7,,,,,,0,0,10,1,-76.19225653,40.81314146
13985,NOXEN 1,Pennsylvania Eastern,500,1.04005,520.024,-143.88,,,,,-102.92,0,0,10,1,-76.0635808,41.3801579
13986,NOXEN 2,Pennsylvania Eastern,345,1.03973,358.708,-145.27,,,,,,0,0,10,1,-76.0563808,41.37745662
13987,NOXEN 3,Pennsylvania Eastern,138,1.0386,143.327,-146.72,,,,,,0,0,10,1,-76.0635808,41.37367464
13988,NOXEN 4,Pennsylvania Eastern,13.8,1.04413,14.409,-142.86,,,141,30.03,,0,0,10,1,-76.0657408,41.38064412
13989,NOXEN 5,Pennsylvania Eastern,345,1.03969,358.692,-145.31,,,,,,0,0,10,1,-76.0635808,41.37745662
13990,NOXEN 7,Pennsylvania Eastern,500,1.04096,520.48,-143.87,,,,,,0,0,10,1,-76.0563808,41.38069815
13991,BANGOR 10 1,Pennsylvania Eastern,138,1.04365,144.024,-148.88,,,,,,0,0,10,1,-75.07223926,40.79687227
13992,BANGOR 10 2,Pennsylvania Eastern,13.8,1.04203,14.38,-147.82,,,22.3,-2.48,,0,0,10,1,-75.07439926,40.7935473
13993,BANGOR 10 3,Pennsylvania Eastern,13.8,1.04203,14.38,-147.82,,,22.3,-2.48,,0,0,10,1,-75.07439926,40.79245712
13994,BANGOR 10 4,Pennsylvania Eastern,1,1.04405,1.044,-149.11,,,,,,0,0,10,1,-75.07223926,40.79305672
13995,BANGOR 10 5,Pennsylvania Eastern,13.8,1.03414,14.271,-144.35,,,44.6,-4.95,,0,0,10,1,-75.07439926,40.79790788
13996,BANGOR 10 6,Pennsylvania Eastern,138,1.04362,144.02,-148.94,,,,,,0,0,10,1,-75.06503926,40.79741733
13997,BANGOR 10 8,Pennsylvania Eastern,138,1.04365,144.024,-148.88,,,,,,0,0,10,1,-75.06503926,40.79469198
13998,WILKES BARRE 10 1,Pennsylvania Eastern,138,1.03311,142.57,-147.86,,,,,,0,0,10,1,-75.78118515,41.25359108
13999,WILKES BARRE 10 2,Pennsylvania Eastern,20,1.0153,20.306,-146.08,,,24,5.11,,0,0,10,1,-75.78334515,41.25407824
14000,WILKES BARRE 10 3,Pennsylvania Eastern,138,1.03301,142.556,-147.88,,,,,,0,0,10,1,-75.77398515,41.25359108
14001,WILKES BARRE 10 5,Pennsylvania Eastern,138,1.03311,142.57,-147.86,,,,,,0,0,10,1,-75.78118515,41.25088455
14002,SHENANDOAH 4 1,Pennsylvania Eastern,345,1.04312,359.876,-146.5,,,,,25.11,0,0,10,1,-76.15017495,40.8559566
14003,SHENANDOAH 4 2,Pennsylvania Eastern,138,1.04388,144.055,-147.4,,,,,,0,0,10,1,-76.15017495,40.85105523
14004,SHENANDOAH 4 3,Pennsylvania Eastern,13.8,1.048,14.462,-145.02,,,99.2,17.82,,0,0,10,1,-76.15233495,40.85699128
14005,SHENANDOAH 4 4,Pennsylvania Eastern,345,1.04303,359.845,-146.5,,,,,,0,0,10,1,-76.14297495,40.85650117
14006,SHENANDOAH 4 6,Pennsylvania Eastern,345,1.04312,359.876,-146.5,,,,,,0,0,10,1,-76.14297495,40.85377825
14007,DRUMORE 1,Pennsylvania Eastern,500,1.047,523.5,-145.92,,,,,265.38,0,0,10,1,-76.27648659,39.76321065
14008,DRUMORE 2,Pennsylvania Eastern,345,1.04775,361.473,-149.07,,,,,,0,0,10,1,-76.26928659,39.75933632
14009,DRUMORE 3,Pennsylvania Eastern,138,1.05088,145.022,-150.38,,,,,,0,0,10,1,-76.26928659,39.75601529
14010,DRUMORE 4,Pennsylvania Eastern,18,1.052,18.936,-144.01,,,178.67,26.36,,0,0,10,1,-76.27864659,39.76592255
14011,DRUMORE 5,Pennsylvania Eastern,20,1.04996,20.999,-144.96,,,178.67,29.09,,0,0,10,1,-76.27864659,39.76481566
14012,DRUMORE 6,Pennsylvania Eastern,13.8,1.052,14.518,-144.18,,,178.67,27.97,,0,0,10,1,-76.27864659,39.76370876
14013,DRUMORE 7,Pennsylvania Eastern,13.8,1.052,14.518,-144.17,,,178.67,28.09,,0,0,10,1,-76.27864659,39.76260184
14014,DRUMORE 8,Pennsylvania Eastern,13.8,1.05301,14.532,-143.85,,,178.67,29.09,,0,0,10,1,-76.27864659,39.7614949
14015,DRUMORE 9,Pennsylvania Eastern,13.8,1.05087,14.502,-144.67,,,178.67,29.09,,0,0,10,1,-76.27864659,39.76038794
14016,DRUMORE 10,Pennsylvania Eastern,500,1.04287,521.435,-146.21,,,,,,0,0,10,1,-76.26928659,39.76431756
14017,DRUMORE 12,Pennsylvania Eastern,345,1.04576,360.787,-149.27,,,,,,0,0,10,1,-76.27648659,39.75767583
14018,BENSALEM 6 1,Pennsylvania Eastern,138,1.035,142.83,-153.41,,,546.4,-38.76,,0,0,10,1,-74.88398205,40.08921137
14019,BENSALEM 6 2,Pennsylvania Eastern,138,1.03432,142.735,-153.75,,,,,,0,0,10,1,-74.88236205,40.08921137
14020,PHILADELPHIA 123 1,Pennsylvania Eastern,138,1.03584,142.946,-153.71,,,,,,0,0,10,1,-75.12762425,39.87075708
14021,PHILADELPHIA 123 2,Pennsylvania Eastern,13.8,1.06843,14.744,-149.89,,,37.2,17.34,,0,0,10,1,-75.12843425,39.87094358
14022,PHILADELPHIA 123 3,Pennsylvania Eastern,13.8,1.05471,14.555,-151.56,,,37.2,17.34,,0,0,10,1,-75.12843425,39.87052914
14023,PHILADELPHIA 123 4,Pennsylvania Eastern,138,1.03538,142.882,-153.75,,,,,,0,0,10,1,-75.12492425,39.87034264
14024,PHILADELPHIA 123 6,Pennsylvania Eastern,138,1.03584,142.946,-153.71,,,,,,0,0,10,1,-75.12762425,39.86972096
14025,YORK HAVEN 3 1,Pennsylvania Eastern,138,1.03946,143.446,-152.21,,,,,,0,0,10,1,-76.68617948,40.10177082
14026,YORK HAVEN 3 2,Pennsylvania Eastern,18,1,18,-150.99,,,5.4,0.92,,0,0,10,1,-76.68833948,40.10226647
14027,YORK HAVEN 3 3,Pennsylvania Eastern,13.8,1.00071,13.81,-151.5,,,2.7,-0.33,,0,0,10,1,-76.68833948,40.10116501
14028,YORK HAVEN 3 4,Pennsylvania Eastern,138,1.03944,143.442,-152.22,,,,,,0,0,10,1,-76.67897948,40.10177082
14029,YORK HAVEN 3 6,Pennsylvania Eastern,138,1.03946,143.446,-152.21,,,,,,0,0,10,1,-76.68617948,40.09901711
14030,YORK HAVEN 4 1,Pennsylvania Eastern,500,1.041,520.5,-146.55,,,,,143.84,0,0,10,1,-76.69504201,40.08381229
14031,YORK HAVEN 4 2,Pennsylvania Eastern,345,1.04098,359.137,-149.62,,,,,,0,0,10,1,-76.68784201,40.08436316
14032,YORK HAVEN 4 3,Pennsylvania Eastern,138,1.04098,143.655,-152,,,,,,0,0,10,1,-76.68784201,40.0777524
14033,YORK HAVEN 4 4,Pennsylvania Eastern,13.8,1.0185,14.055,-144.58,,,282.15,173.61,,0,0,10,1,-76.69720201,40.0837572
14034,YORK HAVEN 4 5,Pennsylvania Eastern,13.8,1.041,14.366,-146.55,,,0,0,,0,0,10,1,-76.69720201,40.08265544
14035,YORK HAVEN 4 6,Pennsylvania Eastern,13.8,1.041,14.366,-146.55,,,0,0,,0,0,10,1,-76.69720201,40.08155366
14036,YORK HAVEN 4 7,Pennsylvania Eastern,345,1.04055,358.99,-149.72,,,,,,0,0,10,1,-76.68784201,40.08050696
14037,YORK HAVEN 4 9,Pennsylvania Eastern,345,1.04098,359.137,-149.62,,,,,,0,0,10,1,-76.69504201,40.07940515
14038,MAHANOY CITY 2 1,Pennsylvania Eastern,138,1.04299,143.933,-147.42,,,26,-3.74,,0,0,10,1,-76.12525628,40.8598535
14039,MAHANOY CITY 2 2,Pennsylvania Eastern,138,1.04298,143.931,-147.43,,,,,,0,0,10,1,-76.12093628,40.85930895
14040,LOCK HAVEN 5 1,Pennsylvania Eastern,138,1.03992,143.509,-146.28,,,,,,0,0,10,1,-77.44089263,41.08499035
14041,LOCK HAVEN 5 2,Pennsylvania Eastern,13.2,1.024,13.517,-143.4,,,18.5,-1.25,,0,0,10,1,-77.44305263,41.08493608
14042,LOCK HAVEN 5 3,Pennsylvania Eastern,138,1.03989,143.504,-146.29,,,,,,0,0,10,1,-77.43369263,41.08444766
14043,BANGOR 11 1,Pennsylvania Eastern,500,1.043,521.5,-144.34,,,,,-376.46,0,0,10,1,-75.06545413,40.77746858
14044,BANGOR 11 2,Pennsylvania Eastern,345,1.0426,359.697,-147.45,,,,,,0,0,10,1,-75.06545413,40.77310666
14045,BANGOR 11 3,Pennsylvania Eastern,138,1.04396,144.066,-148.92,,,,,,0,0,10,1,-75.06545413,40.76928975
14046,BANGOR 11 4,Pennsylvania Eastern,13.8,1.04349,14.4,-148.92,,,,,,0,0,10,1,-75.05609413,40.76978051
14047,BANGOR 11 5,Pennsylvania Eastern,1,1.04349,1.043,-148.92,,,,,,0,0,10,1,-75.05825413,40.76928975
14048,BANGOR 11 6,Pennsylvania Eastern,13.8,1.03574,14.293,-140.02,,,850.5,153.17,,0,0,10,1,-75.06761413,40.77850449
14049,BANGOR 11 7,Pennsylvania Eastern,13.8,1.03654,14.304,-139.69,,,850.5,153.17,,0,0,10,1,-75.06761413,40.77741405
14050,BANGOR 11 8,Pennsylvania Eastern,345,1.04226,359.581,-147.6,,,,,,0,0,10,1,-75.05825413,40.7725614
14051,BANGOR 11 10,Pennsylvania Eastern,500,1.04256,521.282,-145.1,,,,,,0,0,10,1,-75.05825413,40.77692336
14052,MARCUS HOOK 6 1,Pennsylvania Eastern,500,1.04,520,-146.4,,,,,-604.21,0,0,10,1,-75.412938,39.80401497
14053,MARCUS HOOK 6 2,Pennsylvania Eastern,345,1.04097,359.133,-149.35,,,,,,0,0,10,1,-75.410238,39.80463724
14054,MARCUS HOOK 6 3,Pennsylvania Eastern,138,1.0396,143.465,-151.37,,,,,,0,0,10,1,-75.410238,39.80152583
14055,MARCUS HOOK 6 4,Pennsylvania Eastern,18,1.0225,18.405,-144.48,,,209.03,87.11,,0,0,10,1,-75.413748,39.80399422
